feature_id|feature_name|feature_class|state_name|state_numeric|county_name|county_numeric|map_name|date_created|date_edited|bgn_type|bgn_authority|bgn_date|prim_lat_dms|prim_long_dms|prim_lat_dec|prim_long_dec|source_lat_dms|source_long_dms|source_lat_dec|source_long_dec
898602|Thomas|Populated Place|New Mexico|35|Union|059|Clapham|11/13/1980|06/07/2022||||361444N|1031733W|36.2455871|-103.2924444|||0.0|0.0
898603|Tinaja|Populated Place|New Mexico|35|Colfax|007|Eagle Tail Mountain|11/13/1980|06/07/2022||||363911N|1042325W|36.6530839|-104.3902634|||0.0|0.0
898604|Tomasino Mill|Populated Place|New Mexico|35|Socorro|053|Becker SW|11/13/1980|06/07/2022||||341509N|1064024W|34.2525678|-106.6733515|||0.0|0.0
898605|Tony|Populated Place|New Mexico|35|Guadalupe|019|Vaughn|11/13/1980|06/07/2022||||343654N|1051056W|34.6150675|-105.182222|||0.0|0.0
898606|Tres Lagunas|Populated Place|New Mexico|35|Catron|003|Tres Lagunas|11/13/1980|06/07/2022||||342256N|1080541W|34.3822763|-108.0947828|||0.0|0.0
898607|Ulmoris|Populated Place|New Mexico|35|Hidalgo|023|Lordsburg|11/13/1980|06/07/2022||||321944N|1083756W|32.3289718|-108.6322747|||0.0|0.0
898609|Vegas Junction|Populated Place|New Mexico|35|Guadalupe|019|San Ignacio|11/13/1980|06/07/2022||||345835N|1045928W|34.9764461|-104.9911076|||0.0|0.0
898610|Warren|Populated Place|New Mexico|35|Lea|025|Hobbs SW|11/13/1980|06/07/2022||||323633N|1030851W|32.6092826|-103.1474227|||0.0|0.0
898611|Wheatland|Populated Place|New Mexico|35|Quay|037|Wheatland|11/13/1980|06/07/2022||||345431N|1032115W|34.9086742|-103.3541198|||0.0|0.0
898612|Whitetail|Populated Place|New Mexico|35|Otero|035|Whitetail|11/13/1980|06/07/2022|Official|Board Decision|01/01/1966|331344N|1053321W|33.2289775|-105.5558186|||0.0|0.0
898613|Witt|Populated Place|New Mexico|35|Torrance|057|Estancia|11/13/1980|06/07/2022||||345026N|1060311W|34.8406123|-106.0530748|||0.0|0.0
898615|Yah-ta-hey|Populated Place|New Mexico|35|McKinley|031|Twin Lakes|05/09/2023|05/09/2023||||353741N|1084649W|35.6280758|-108.7803635|||0.0|0.0
898616|Acme|Populated Place|New Mexico|35|Chaves|005|Acme|11/13/1980|06/07/2022||||333532N|1041943W|33.5923153|-104.3285785|||0.0|0.0
898617|Acoma Rock|Summit|New Mexico|35|Cibola|006|Acoma Pueblo|11/13/1980|09/24/2022||||345326N|1073501W|34.8904733|-107.5836735|||0.0|0.0
898618|Alto de Hormiga|Summit|New Mexico|35|Mora|033|Alto De Hormiga|11/13/1980|09/24/2022||||360234N|1043655W|36.042738|-104.6153209|||0.0|0.0
898619|Amistad|Populated Place|New Mexico|35|Union|059|Amistad|11/13/1980|06/07/2022||||355508N|1030914W|35.9189256|-103.1538304|||0.0|0.0
898620|Antelope Lookout Mesa|Summit|New Mexico|35|McKinley|031|Antelope Lookout Mesa|11/13/1980|06/15/2018||||354742N|1080948W|35.7948834|-108.1632419|||0.0|0.0
898621|Aragon Hill|Summit|New Mexico|35|Harding|021|Aragon Hill|11/13/1980|05/11/2023||||360855N|1035038W|36.1485507|-103.8439111|||0.0|0.0
898622|Atencio|Populated Place|New Mexico|35|Union|059|Atencio|11/13/1980|06/07/2022||||364617N|1030733W|36.7714125|-103.125767|||0.0|0.0
898623|Augustine|Populated Place|New Mexico|35|Bernalillo|001|Chilili|11/13/1980|06/07/2022||||345613N|1061139W|34.9369954|-106.1941909|||0.0|0.0
898624|Aztec|Populated Place|New Mexico|35|San Juan|045|Aztec|11/13/1980|06/07/2022||||364920N|1075934W|36.8222261|-107.9928455|||0.0|0.0
898625|Azul|Populated Place|New Mexico|35|Valencia|061|Belen|11/13/1980|06/07/2022||||344138N|1064530W|34.693947|-106.7583602|||0.0|0.0
898626|Bacaville|Populated Place|New Mexico|35|Valencia|061|Belen|11/13/1980|06/07/2022||||343832N|1064650W|34.6422816|-106.7805827|||0.0|0.0
898627|Baldy|Summit|New Mexico|35|Torrance|057|Chilili|11/13/1980|07/15/2023||||345804N|1060912W|34.9678966|-106.153425|||0.0|0.0
898628|Baltazar Peak|Summit|New Mexico|35|San Juan|045|Archuleta|08/31/1992|05/11/2023||||364501N|1074119W|36.7503491|-107.6885064|||0.0|0.0
898629|Bar Y Dome|Summit|New Mexico|35|Guadalupe|019|Bar Y Ranch|11/13/1980|05/16/2023||||351014N|1044217W|35.1706031|-104.7047024|||0.0|0.0
898630|Barelas|Populated Place|New Mexico|35|Bernalillo|001|Albuquerque West|11/13/1980|06/07/2022||||350423N|1063924W|35.0731024|-106.6566922|||0.0|0.0
898631|Beenham|Populated Place|New Mexico|35|Union|059|Beenham|11/13/1980|06/07/2022||||361252N|1033804W|36.2144758|-103.6344027|||0.0|0.0
898632|Big Point|Summit|New Mexico|35|McKinley|031|Casamero Lake|11/13/1980|06/15/2018||||353419N|1080301W|35.5720679|-108.0502277|||0.0|0.0
898633|Blanco|Populated Place|New Mexico|35|San Juan|045|Blanco|11/01/2023|11/01/2023||||364327N|1074931W|36.7241723|-107.8253397|||0.0|0.0
898634|Campana|Populated Place|New Mexico|35|San Miguel|047|Campana|11/13/1980|06/07/2022||||353431N|1035338W|35.5753225|-103.8938583|||0.0|0.0
898635|Campbell|Populated Place|New Mexico|35|Chaves|005|Campbell|11/13/1980|06/07/2022||||333629N|1041149W|33.6081493|-104.1969099|||0.0|0.0
898637|Casa Grande|Populated Place|New Mexico|35|Colfax|007|Casa Grande|11/13/1980|06/07/2022||||365318N|1045844W|36.8883609|-104.978888|||0.0|0.0
898638|Cat Hill|Summit|New Mexico|35|Catron|003|Adams Diggings|11/13/1980|09/24/2022||||342415N|1081812W|34.4041775|-108.3033668|||0.0|0.0
898639|Cat Mesa|Summit|New Mexico|35|Socorro|053|Cat Mesa|11/13/1980|06/09/2023||||340316N|1060446W|34.0545061|-106.0794805|||0.0|0.0
898640|Cerrito de los Muertos|Summit|New Mexico|35|Harding|021|Beenham SW|11/13/1980|05/17/2023||||360026N|1034428W|36.0072511|-103.7410648|||0.0|0.0
898641|Cerro Alto|Summit|New Mexico|35|Cibola|006|Cerro Alto|11/13/1980|07/20/2023||||344735N|1081707W|34.7931722|-108.2852783|||0.0|0.0
898642|Cerro Cochino|Summit|New Mexico|35|Sandoval|043|Cabezon Peak|11/13/1980|06/10/2023||||353241N|1070539W|35.5446883|-107.094191|||0.0|0.0
898643|Chaperito|Populated Place|New Mexico|35|San Miguel|047|Chaperito|11/13/1980|06/07/2022||||352157N|1045643W|35.3658811|-104.9452745|||0.0|0.0
898645|Circle S Mesa|Summit|New Mexico|35|Quay|037|Circle S Mesa|11/13/1980|05/15/2025||||345653N|1035446W|34.9481228|-103.9126935|||0.0|0.0
898646|Clines Corners|Populated Place|New Mexico|35|Torrance|057|Clines Corners|11/13/1980|06/07/2022||||350034N|1054009W|35.0094982|-105.6691804|||0.0|0.0
898647|Contreras|Populated Place|New Mexico|35|Socorro|053|Abeytas|11/13/1980|06/07/2022||||342258N|1064849W|34.382843|-106.8136365|||0.0|0.0
898648|Cuernudo Hills|Summit|New Mexico|35|Mora|033|Alamosa Creek|11/13/1980|09/24/2022||||355730N|1043004W|35.9584496|-104.5011721|||0.0|0.0
898650|David Hill|Slope|New Mexico|35|Harding|021|Arroyo Del Alamo|09/13/2023|09/13/2023||||354720N|1034844W|35.7889281|-103.8121889|||0.0|0.0
898651|Dinosaur Rock|Summit|New Mexico|35|Cibola|006|Acoma Pueblo|11/13/1980|09/24/2022||||345352N|1073521W|34.8979027|-107.589035|||0.0|0.0
898653|El Sierro|Summit|New Mexico|35|Mora|033|Alamito|11/13/1980|09/24/2022||||354828N|1042738W|35.807775|-104.4605952|||0.0|0.0
898654|Five Points|Populated Place|New Mexico|35|Bernalillo|001|Albuquerque West|11/13/1980|06/07/2022||||350358N|1064000W|35.0661581|-106.6666923|||0.0|0.0
898655|Flour Butte|Summit|New Mexico|35|Cibola|006|Acoma Pueblo|11/13/1980|09/24/2022||||345839N|1073116W|34.9775249|-107.5211707|||0.0|0.0
898658|Haystack Mountain|Summit|New Mexico|35|Chaves|005|Barn Draw|11/13/1980|05/16/2023||||333420N|1043745W|33.5721382|-104.629195|||0.0|0.0
898659|Herrera Mesa|Summit|New Mexico|35|Bernalillo|001|Arch Mesa|11/13/1980|05/11/2023||||351304N|1070835W|35.217788|-107.1430192|||0.0|0.0
898660|High Lonesome Hill|Summit|New Mexico|35|Union|059|Amistad SE|11/13/1980|09/24/2022||||354550N|1030243W|35.7640273|-103.0453357|||0.0|0.0
898662|Hoodoo Mountain|Summit|New Mexico|35|Union|059|Alps Mesa|11/13/1980|09/24/2022||||365452N|1035550W|36.9144449|-103.9305579|||0.0|0.0
898664|Kinney|Populated Place|New Mexico|35|Bernalillo|001|Albuquerque West|11/13/1980|06/07/2022||||350037N|1063939W|35.0103266|-106.6608584|||0.0|0.0
898665|Kinney Wells|Populated Place|New Mexico|35|Socorro|053|Cerro De La Campana|11/13/1980|06/07/2022||||335216N|1064500W|33.8711775|-106.7500183|||0.0|0.0
898666|Kirtland Addition|Populated Place|New Mexico|35|Bernalillo|001|Albuquerque West|11/13/1980|06/07/2022||||350319N|1063751W|35.0553253|-106.6308582|||0.0|0.0
898667|Laguna Salada Mesa|Summit|New Mexico|35|Colfax|007|Agua Fria Peak|11/13/1980|04/27/2019||||361751N|1050815W|36.2975979|-105.1375382|||0.0|0.0
898668|Los Duranes|Populated Place|New Mexico|35|Bernalillo|001|Albuquerque West|11/13/1980|06/07/2022||||350631N|1064039W|35.1086567|-106.6775262|||0.0|0.0
898669|Los Trujillos|Populated Place|New Mexico|35|Valencia|061|Belen|11/13/1980|06/07/2022||||343848N|1064539W|34.6467261|-106.76086|||0.0|0.0
898670|Los Venados|Summit|New Mexico|35|San Miguel|047|Arroyo Alamocito|11/13/1980|05/12/2023||||353903N|1042101W|35.6508694|-104.3501394|||0.0|0.0
898671|Lovelace|Populated Place|New Mexico|35|Lincoln|027|Broken Back Crater|11/13/1980|06/07/2022||||334605N|1060229W|33.7681276|-106.0413834|||0.0|0.0
898674|Martinez|Populated Place|New Mexico|35|Torrance|057|Chilili|11/13/1980|06/07/2022||||345957N|1061128W|34.9992153|-106.1911369|||0.0|0.0
898675|McCune|Populated Place|New Mexico|35|McKinley|031|Church Rock|11/13/1980|06/07/2022||||353140N|1083527W|35.5278004|-108.5909137|||0.0|0.0
898677|Mesa Cortada|Summit|New Mexico|35|Sandoval|043|Casa Salazar|11/13/1980|06/09/2023||||352836N|1070004W|35.4766933|-107.0011414|||0.0|0.0
898678|Mesa las Tapia|Summit|New Mexico|35|San Miguel|047|El Cabo|11/13/1980|07/22/2023||||350318N|1053533W|35.0549215|-105.5925061|||0.0|0.0
898679|Mesa Quemado|Summit|New Mexico|35|Quay|037|Briscoe Ranch|11/13/1980|07/25/2023||||350154N|1035216W|35.0317984|-103.8711092|||0.0|0.0
898680|Mesita del Anil|Summit|New Mexico|35|De Baca|011|Canada Colorado|11/13/1980|06/10/2023||||344518N|1041533W|34.7549493|-104.259089|||0.0|0.0
898681|Mesita Colorado|Summit|New Mexico|35|San Miguel|047|Arroyo Alamocito|11/13/1980|05/12/2023||||354104N|1042101W|35.6844797|-104.350249|||0.0|0.0
898682|Mesita Negra|Summit|New Mexico|35|De Baca|011|Bonner Lake|11/13/1980|06/10/2023||||341520N|1041213W|34.2556904|-104.2036127|||0.0|0.0
898684|Old Chilili|Populated Place|New Mexico|35|Bernalillo|001|Chilili|11/13/1980|06/07/2022||||345423N|1061150W|34.9064411|-106.1972458|||0.0|0.0
898686|Park Springs|Populated Place|New Mexico|35|San Miguel|047|Chaperito|11/13/1980|06/07/2022||||351543N|1045543W|35.2619946|-104.9286071|||0.0|0.0
898687|Perea|Populated Place|New Mexico|35|McKinley|031|Church Rock|11/13/1980|06/07/2022||||353016N|1083108W|35.5044673|-108.5189672|||0.0|0.0
898688|Piedra Lumbre|Populated Place|New Mexico|35|Cibola|006|Arch Mesa|11/13/1980|06/07/2022||||350921N|1071427W|35.1558745|-107.2408765|||0.0|0.0
898689|Pine Springs|Populated Place|New Mexico|35|Torrance|057|Chilili|11/13/1980|06/07/2022||||345756N|1061401W|34.9656051|-106.2336369|||0.0|0.0
898691|Rabbit Butte|Summit|New Mexico|35|Cibola|006|Acoma Pueblo|11/13/1980|09/24/2022||||345745N|1073134W|34.9623847|-107.5261921|||0.0|0.0
898692|Red Mesa|Summit|New Mexico|35|Socorro|053|Cerro Montoso|11/13/1980|07/22/2023||||341608N|1063427W|34.2689508|-106.5741728|||0.0|0.0
898694|Spruce Hill|Summit|New Mexico|35|Colfax|007|Agua Fria Peak|11/13/1980|04/12/2019||||362028N|1051053W|36.3412281|-105.1814052|||0.0|0.0
898695|The Cup|Summit|New Mexico|35|McKinley|031|Casamero Lake|11/13/1980|06/15/2018||||353353N|1080707W|35.5647071|-108.1186668|||0.0|0.0
898696|The Island|Summit|New Mexico|35|Mora|033|Cherry Valley Lake|11/13/1980|09/27/2023||||354918N|1044624W|35.8217005|-104.7733175|||0.0|0.0
898699|Tinsley Crossing|Populated Place|New Mexico|35|Roosevelt|041|Bethel|11/13/1980|06/07/2022||||340737N|1032517W|34.1270266|-103.4213442|||0.0|0.0
898700|Tokay|Populated Place|New Mexico|35|Socorro|053|Cerro De La Campana|11/13/1980|06/07/2022||||335225N|1064421W|33.8736776|-106.7391847|||0.0|0.0
898701|Toms Rock|Summit|New Mexico|35|Catron|003|Adams Diggings|11/13/1980|09/24/2022||||342740N|1081915W|34.4610146|-108.3208253|||0.0|0.0
898702|Trementina|Populated Place|New Mexico|35|San Miguel|047|Cerro De Corazon|11/13/1980|06/07/2022||||352811N|1043140W|35.4697683|-104.5277627|||0.0|0.0
898704|Umbrella Mesa|Summit|New Mexico|35|Union|059|Alps Mesa|11/13/1980|09/24/2022||||365350N|1035651W|36.8972399|-103.9474581|||0.0|0.0
898705|Vest Wells|Populated Place|New Mexico|35|Chaves|005|Button Mesa North|11/13/1980|06/07/2022||||333807N|1034200W|33.6353747|-103.6999575|||0.0|0.0
898706|Ward Mesa|Summit|New Mexico|35|Cibola|006|Broom Mountain|11/13/1980|06/06/2023||||344127N|1073542W|34.6908607|-107.5948844|||0.0|0.0
898707|White Water Mesa|Summit|New Mexico|35|McKinley|031|Casamero Lake|11/13/1980|06/15/2018||||353552N|1080029W|35.5979059|-108.0081702|||0.0|0.0
898708|Wingate|Populated Place|New Mexico|35|McKinley|031|Church Rock|11/13/1980|06/07/2022||||353052N|1083241W|35.5144672|-108.5448013|||0.0|0.0
898709|Yerba|Populated Place|New Mexico|35|Roosevelt|041|Bethel|11/13/1980|06/07/2022||||340924N|1032247W|34.1567484|-103.3796766|||0.0|0.0
898712|Llano Viejo|Populated Place|New Mexico|35|Guadalupe|019|Anton Chico|11/13/1980|06/07/2022||||351116N|1050735W|35.1878288|-105.1263904|||0.0|0.0
898713|Poquita Mesa|Summit|New Mexico|35|Chaves|005|Mesa|08/22/2023|09/13/2023||||335943N|1043821W|33.9951658|-104.6392759|||0.0|0.0
898714|Acomita|Populated Place|New Mexico|35|Cibola|006|Cubero|11/13/1980|06/07/2022||||350319N|1073418W|35.0553199|-107.5717171|||0.0|0.0
898715|Aguilar Mesa|Summit|New Mexico|35|San Miguel|047|Conchas Dam|11/13/1980|07/22/2023||||352907N|1041330W|35.4853181|-104.2249677|||0.0|0.0
898716|Alaska|Populated Place|New Mexico|35|Cibola|006|Cubero|11/13/1980|06/07/2022||||350310N|1073546W|35.0528198|-107.5961622|||0.0|0.0
898717|Arrey|Populated Place|New Mexico|35|Sierra|051|Garfield|11/01/2023|11/01/2023||||325055N|1071909W|32.848685|-107.3191907|||0.0|0.0
898718|Atoka|Populated Place|New Mexico|35|Eddy|015|Artesia|11/01/2023|11/01/2023||||324610N|1042320W|32.769558|-104.3888512|||0.0|0.0
898719|Bald Mesa|Summit|New Mexico|35|San Juan|045|Flora Vista|11/13/1980|08/10/2018||||364625N|1080602W|36.7736087|-108.1006162|||0.0|0.0
898720|Baldy Mountain|Summit|New Mexico|35|De Baca|011|Conejo Creek East|11/13/1980|07/20/2023||||340951N|1041631W|34.1641839|-104.2752578|||0.0|0.0
898721|Barr|Populated Place|New Mexico|35|Bernalillo|001|Isleta|11/13/1980|06/07/2022||||345839N|1064003W|34.9775497|-106.667525|||0.0|0.0
898722|Barton|Populated Place|New Mexico|35|Bernalillo|001|Edgewood|11/13/1980|06/07/2022||||350459N|1061449W|35.0831016|-106.2469704|||0.0|0.0
898723|Beatty Wells|Populated Place|New Mexico|35|Chaves|005|Curlew Lake|11/13/1980|06/07/2022||||334333N|1035701W|33.7259247|-103.9502404|||0.0|0.0
898724|Big Canyon Mesa|Summit|New Mexico|35|Union|059|Goodson School|11/13/1980|07/30/2024||||365957N|1030616W|36.9990668|-103.1043909|||0.0|0.0
898725|Big Tank|Reservoir|New Mexico|35|Doña Ana|013|Organ Peak NW|11/13/1980|||||335230N|1085902W|33.8750524|-108.9839618|||0.0|0.0
898726|Black Mesa|Summit|New Mexico|35|Bernalillo|001|Isleta|11/13/1980|07/26/2024||||345644N|1064212W|34.9454679|-106.7033286|||0.0|0.0
898727|Black Peak|Summit|New Mexico|35|Sierra|051|Hillsboro|11/13/1980|07/26/2024||||325730N|1073155W|32.9582587|-107.5319562|||0.0|0.0
898728|Blackwater Hill|Summit|New Mexico|35|Chaves|005|Blackwater Hill|11/13/1980|05/20/2023||||332820N|1045111W|33.4721656|-104.8531026|||0.0|0.0
898730|Blanco Mesa|Summit|New Mexico|35|San Juan|045|Thompson Mesa|11/13/1980|09/29/2023||||362901N|1074014W|36.4836519|-107.6706158|||0.0|0.0
898731|Boaz|Populated Place|New Mexico|35|Chaves|005|Curlew Lake|11/13/1980|06/07/2022||||334412N|1035817W|33.7367575|-103.971352|||0.0|0.0
898732|Boney Hill|Slope|New Mexico|35|Curry|009|Day Canyon|11/13/1980|05/14/2025||||345657N|1031334W|34.9492292|-103.2260606|||0.0|0.0
898734|Brown Hill|Summit|New Mexico|35|Cibola|006|Goat Hill|11/13/1980|08/01/2024||||345724N|1082026W|34.9565342|-108.3404478|||0.0|0.0
898735|Buckeye|Populated Place|New Mexico|35|Lea|025|Buckeye|11/13/1980|06/07/2022||||324807N|1033021W|32.802068|-103.505775|||0.0|0.0
898736|Budville|Populated Place|New Mexico|35|Cibola|006|Cubero|11/13/1980|06/07/2022||||350412N|1073133W|35.070042|-107.5258829|||0.0|0.0
898737|Buffalo Head|Summit|New Mexico|35|Union|059|Folsom|11/13/1980|08/10/2018||||365157N|1035506W|36.8657482|-103.9182701|||0.0|0.0
898738|Caballo|Populated Place|New Mexico|35|Sierra|051|Caballo|11/01/2023|11/01/2023||||325832N|1071828W|32.9756268|-107.3078026|||0.0|0.0
898740|Carnero|Populated Place|New Mexico|35|Torrance|057|Dunlap Ranch|11/13/1980|06/07/2022||||343727N|1052313W|34.6242341|-105.3869485|||0.0|0.0
898741|Carter Mesa|Summit|New Mexico|35|Rio Arriba|039|Gonzales Mesa|11/13/1980|07/30/2024||||362825N|1072312W|36.4736786|-107.3867033|||0.0|0.0
898742|Cerro Pelon|Summit|New Mexico|35|Socorro|053|Field Ranch|11/13/1980|08/09/2023||||343337N|1072256W|34.560329|-107.3822521|||0.0|0.0
898743|Chise|Populated Place|New Mexico|35|Sierra|051|Chise|11/13/1980|06/07/2022||||331620N|1073551W|33.272293|-107.5975352|||0.0|0.0
898744|Cliff|Populated Place|New Mexico|35|Grant|017|Cliff|11/01/2023|11/01/2023||||325744N|1083640W|32.9622918|-108.6111649|||0.0|0.0
898745|Coane|Populated Place|New Mexico|35|Socorro|053|Garden Spring Canyon|11/13/1980|06/07/2022||||334803N|1061938W|33.8009046|-106.3272262|||0.0|0.0
898746|Colmor|Populated Place|New Mexico|35|Colfax|007|Colmor|11/13/1980|06/07/2022||||361314N|1043858W|36.2205897|-104.6494336|||0.0|0.0
898747|Comanche Hill|Summit|New Mexico|35|Chaves|005|Bitter Lake|11/13/1980|05/15/2025||||332407N|1042252W|33.4019883|-104.3811374|||0.0|0.0
898748|Comanche Peak|Summit|New Mexico|35|Mora|033|Comanche Peak|11/13/1980|07/15/2023||||360102N|1051854W|36.0172124|-105.3149073|||0.0|0.0
898749|Costilla|Populated Place|New Mexico|35|Taos|055|Costilla|11/01/2023|11/01/2023||||365833N|1053152W|36.9758552|-105.5311205|||0.0|0.0
898750|Cub Mountain|Summit|New Mexico|35|Lincoln|027|Cub Mountain|11/13/1980|07/21/2023||||333209N|1055321W|33.5358052|-105.8892905|||0.0|0.0
898751|Cubero|Populated Place|New Mexico|35|Cibola|006|Cubero|11/01/2023|11/01/2023||||350509N|1073105W|35.0858748|-107.5181051|||0.0|0.0
898752|Cuchillo|Populated Place|New Mexico|35|Sierra|051|Cuchillo|11/13/1980|06/07/2022||||331409N|1072138W|33.2359051|-107.3605893|||0.0|0.0
898753|Cuervo Mesa|Summit|New Mexico|35|Guadalupe|019|Cuervo|11/13/1980|07/22/2023||||350148N|1042343W|35.0300521|-104.3952495|||0.0|0.0
898754|Cunningham Hill|Summit|New Mexico|35|Santa Fe|049|Golden|11/13/1980|06/09/2023||||352022N|1060801W|35.339439|-106.1336442|||0.0|0.0
898755|Cutter|Populated Place|New Mexico|35|Sierra|051|Cutter|11/13/1980|06/07/2022||||330337N|1070121W|33.0603517|-107.0225217|||0.0|0.0
898756|Dale Mountain|Summit|New Mexico|35|Colfax|007|Dale Mountain|11/13/1980|08/02/2023||||365540N|1041122W|36.9278259|-104.189413|||0.0|0.0
898757|Day Mesa|Summit|New Mexico|35|San Juan|045|Great Bend|11/13/1980|07/27/2024||||360929N|1083422W|36.1581635|-108.5727081|||0.0|0.0
898759|Dillard Draw|Valley|New Mexico|35|Otero|035|Holloman|11/13/1980|04/13/2019||||324958N|1060359W|32.8326808|-106.0662842|325711N|1055833W|32.9531935|-105.975708
898760|Doyle Hill|Summit|New Mexico|35|Quay|037|Doyle Hill|11/13/1980|08/23/2023||||354152N|1030416W|35.6978133|-103.071044|||0.0|0.0
898761|Dunchee Hill|Summit|New Mexico|35|Union|059|Des Moines|11/13/1980|08/02/2023||||364634N|1034943W|36.7761103|-103.8286122|||0.0|0.0
898762|Duran|Populated Place|New Mexico|35|Torrance|057|Duran|11/01/2023|11/01/2023||||342802N|1052349W|34.4672935|-105.3969482|||0.0|0.0
898763|Duran Mesa|Summit|New Mexico|35|Torrance|057|Duran|11/13/1980|08/22/2023||||342822N|1052725W|34.4728786|-105.4568549|||0.0|0.0
898764|Dwyer Mesa|Summit|New Mexico|35|Colfax|007|Hunter Mesa|11/13/1980|07/26/2024||||364516N|1041958W|36.754318|-104.3328152|||0.0|0.0
898765|Dzil Nda Kai Mountain|Summit|New Mexico|35|McKinley|031|Coyote Canyon|11/13/1980|07/20/2023||||355030N|1083424W|35.8417304|-108.573372|||0.0|0.0
898766|Eagle Mesa|Summit|New Mexico|35|Sandoval|043|Johnson Trading Post|11/13/1980|08/03/2024||||355425N|1071315W|35.9068201|-107.2208509|||0.0|0.0
898767|Eighteenmile Hill|Summit|New Mexico|35|De Baca|011|Eighteenmile Hill|11/13/1980|08/22/2023||||341119N|1041153W|34.1887011|-104.1979777|||0.0|0.0
898768|El Cerro De Los Lunas|Summit|New Mexico|35|Valencia|061|Dalies|11/13/1980|08/02/2023||||344803N|1064758W|34.8007296|-106.799503|||0.0|0.0
898769|El Rito|Populated Place|New Mexico|35|Cibola|006|Dough Mountain|11/13/1980|06/07/2022||||345957N|1071800W|34.999212|-107.3000427|||0.0|0.0
898770|Elephant Butte|Populated Place|New Mexico|35|Sierra|051|Elephant Butte|11/13/1980|06/07/2022||||330855N|1071105W|33.1486833|-107.1847503|||0.0|0.0
898771|Elida|Populated Place|New Mexico|35|Roosevelt|041|Elida|11/13/1980|06/07/2022||||335648N|1033924W|33.9467526|-103.6566262|||0.0|0.0
898772|Elkins|Populated Place|New Mexico|35|Chaves|005|Elkins|11/13/1980|06/07/2022||||334140N|1040318W|33.6945361|-104.0549639|||0.0|0.0
898773|Encino|Populated Place|New Mexico|35|Torrance|057|Encino|11/13/1980|06/07/2022||||343904N|1052742W|34.651178|-105.4616722|||0.0|0.0
898774|Endee Hill|Slope|New Mexico|35|Quay|037|Endee Hill|09/27/2023|09/27/2023||||345724N|1030557W|34.9567289|-103.0991139|||0.0|0.0
898775|Fence Lake|Populated Place|New Mexico|35|Cibola|006|Fence Lake|11/01/2023|11/01/2023||||343912N|1084040W|34.6533761|-108.6778522|||0.0|0.0
898776|Field|Populated Place|New Mexico|35|Curry|009|Field|11/13/1980|06/07/2022||||343743N|1033356W|34.6286812|-103.5655142|||0.0|0.0
898777|Forrest|Populated Place|New Mexico|35|Quay|037|Forrest|11/13/1980|06/07/2022||||344741N|1033605W|34.794787|-103.6013487|||0.0|0.0
898778|Fort West Hill|Summit|New Mexico|35|Grant|017|Cliff|11/13/1980|09/27/2023||||325637N|1083608W|32.9435206|-108.6022904|||0.0|0.0
898780|French|Populated Place|New Mexico|35|Colfax|007|French|11/13/1980|06/07/2022||||362827N|1043330W|36.4741996|-104.5583229|||0.0|0.0
898781|Gamerco|Populated Place|New Mexico|35|McKinley|031|Gallup West|11/13/1980|06/07/2022||||353420N|1084555W|35.5722438|-108.7653629|||0.0|0.0
898782|Gila|Populated Place|New Mexico|35|Grant|017|Cliff|11/01/2023|11/01/2023||||325757N|1083436W|32.9659028|-108.5767197|||0.0|0.0
898783|Gonzales Mesa|Summit|New Mexico|35|Rio Arriba|039|Gonzales Mesa|11/13/1980|08/23/2024||||362453N|1072522W|36.4145861|-107.4227093|||0.0|0.0
898784|Grady|Populated Place|New Mexico|35|Curry|009|Grady|11/13/1980|06/07/2022||||344917N|1031903W|34.8214543|-103.3174518|||0.0|0.0
898785|Graveyard Mesa|Summit|New Mexico|35|Grant|017|Cliff|11/13/1980|09/27/2023||||325626N|1083455W|32.9406252|-108.581958|||0.0|0.0
898786|Greenfield|Populated Place|New Mexico|35|Chaves|005|Dexter East|11/13/1980|06/07/2022||||330955N|1042057W|33.1653845|-104.3491306|||0.0|0.0
898787|Guy|Populated Place|New Mexico|35|Union|059|Guy|11/13/1980|06/07/2022||||364852N|1032557W|36.8144668|-103.4324466|||0.0|0.0
898788|Hardesty Mesa|Summit|Colorado|08|Las Animas|071|Pine Canyon|11/13/1980|11/17/2018||||370012N|1033952W|37.0034015|-103.6643359|||0.0|0.0
898789|Harley Mountain|Summit|New Mexico|35|Otero|035|Whitetail|11/13/1980|05/10/2023||||330939N|1053726W|33.1607354|-105.6240084|||0.0|0.0
898790|Harrisburg|Populated Place|New Mexico|35|Cibola|006|Cubero|11/13/1980|06/07/2022||||350253N|1073009W|35.0480983|-107.5025487|||0.0|0.0
898791|Heart Mountain|Summit|New Mexico|35|Sandoval|043|Deer Mesa|11/13/1980|08/02/2023||||360208N|1072200W|36.0355278|-107.3667815|||0.0|0.0
898792|Hebron|Populated Place|New Mexico|35|Colfax|007|Eagle Tail Mountain|11/13/1980|06/07/2022||||364419N|1042757W|36.7386389|-104.4658212|||0.0|0.0
898793|Herrera|Populated Place|New Mexico|35|Bernalillo|001|Herrera|11/13/1980|06/07/2022||||351132N|1070653W|35.1922629|-107.1147617|||0.0|0.0
898794|Hillburn City|Populated Place|New Mexico|35|Lea|025|Hillburn City|11/13/1980|06/07/2022||||330508N|1031859W|33.0856716|-103.3163355|||0.0|0.0
